No.,Time,Source,Destination,Protocol,Length,Info,Class
1036,12.077929,Local,Static,TCP,54,ACK,browsing
1037,12.077971,Static,Local,TCP,60,ACK,browsing
1038,12.078262,Local,Static,TCP,74,ACK,browsing
1040,12.080528,Local,Static,TCP,54,ACK,browsing
1042,12.080645,Local,Static,TCP,54,ACK,browsing
1044,12.081032,Local,Static,TCP,54,ACK,browsing
1046,12.081185,Local,Static,TCP,54,ACK,browsing
1048,12.081243,Local,Static,TCP,54,ACK,browsing
1051,12.081647,Local,Static,TCP,54,ACK,browsing
1053,12.082687,Static,Local,TCP,60,ACK,browsing
1054,12.082731,Local,Static,TCP,54,ACK,browsing
1056,12.082752,Local,Static,TCP,54,ACK,browsing
1058,12.082786,Local,Static,TCP,54,ACK,browsing
1060,12.082922,Local,Static,TCP,54,ACK,browsing
1063,12.083044,Local,Static,TCP,54,ACK,browsing
1064,12.083061,Local,Static,TCP,54,ACK,browsing
1066,12.083353,Local,Static,TCP,54,ACK,browsing
1068,12.083565,Static,Local,TCP,60,ACK,browsing
1070,12.083826,Local,Static,TCP,54,ACK,browsing
1072,12.084104,Local,Static,TCP,54,ACK,browsing
1074,12.084849,Local,Static,TCP,54,ACK,browsing
1076,12.085061,Local,Static,TCP,54,ACK,browsing
1078,12.086302,Local,Static,TCP,54,ACK,browsing
1080,12.086412,Local,Static,TCP,54,ACK,browsing
1082,12.086507,Local,Static,TCP,54,ACK,browsing
1084,12.086564,Local,Static,TCP,54,ACK,browsing
1086,12.087384,Google,Local,TCP,60,ACK,browsing
1088,12.087511,Local,Static,TCP,54,ACK,browsing
1090,12.087739,Local,Static,TCP,54,ACK,browsing
1092,12.087797,Local,Static,TCP,54,ACK,browsing
1095,12.087897,Local,Static,TCP,54,ACK,browsing
1097,12.087981,Local,Static,TCP,54,ACK,browsing
1098,12.087975,Google,Local,TCP,60,ACK,browsing
1100,12.088096,Local,Static,TCP,54,ACK,browsing
1102,12.088703,Local,Static,TCP,54,ACK,browsing
1105,12.088958,Local,Static,TCP,54,ACK,browsing
1107,12.088977,Local,Static,TCP,54,ACK,browsing
1109,12.089027,Local,Static,TCP,54,ACK,browsing
1111,12.08902,Google,Local,TCP,60,ACK,browsing
1113,12.0891,Local,Static,TCP,54,ACK,browsing
1114,12.089093,Google,Local,TCP,60,ACK,browsing
1117,12.089274,Local,Static,TCP,54,ACK,browsing
1119,12.089333,Local,Static,TCP,54,ACK,browsing
1120,12.089327,Google,Local,TCP,60,ACK,browsing
1122,12.092064,Google,Local,TCP,60,ACK,browsing
1124,12.092329,Google,Local,TCP,60,ACK,browsing
1126,12.092788,Local,Google,TCP,54,ACK,browsing
1128,12.093047,Local,Google,TCP,54,ACK,browsing
1131,12.093465,Static,Local,TCP,60,ACK,browsing
1132,12.093465,Google,Local,TCP,60,ACK,browsing
1134,12.093553,Local,Google,TCP,54,ACK,browsing
1136,12.094388,Local,Google,TCP,54,FIN ACK,browsing
1137,12.094576,Google,Local,TCP,60,ACK,browsing
1138,12.094576,Google,Local,TCP,60,ACK,browsing
1140,12.094803,Local,Google,TCP,54,ACK,browsing
1142,12.094905,Local,Google,TCP,54,ACK,browsing
1144,12.09519,Local,Google,TCP,54,ACK,browsing
1146,12.09535,Local,Google,TCP,54,ACK,browsing
1148,12.095447,Local,Google,TCP,54,ACK,browsing
1150,12.095489,Local,Google,TCP,54,ACK,browsing
1153,12.096931,Local,Google,TCP,54,ACK,browsing
1154,12.096886,Google,Local,TCP,60,ACK,browsing
1156,12.097175,Google,Local,TCP,60,ACK,browsing
1158,12.097506,Google,Local,TCP,60,ACK,browsing
1160,12.097766,Local,Google,TCP,54,ACK,browsing
1162,12.098797,Local,Google,TCP,54,ACK,browsing
1164,12.102325,Local,Google,TCP,54,ACK,browsing
1166,12.102424,Local,Google,TCP,54,ACK,browsing
1168,12.102702,Local,Google,TCP,54,FIN ACK,browsing
1169,12.10284,Google,Local,TCP,60,ACK,browsing
1170,12.10284,Google,Local,TCP,60,ACK,browsing
1171,12.107444,Google,Local,TCP,60,FIN ACK,browsing
1172,12.10751,Local,Google,TCP,54,ACK,browsing
1174,12.660224,Static,Local,TCP,60,ACK,browsing
1176,12.660519,Static,Local,TCP,60,ACK,browsing
1179,12.665467,Local,Static,TCP,54,ACK,browsing
1182,12.665703,Local,Static,TCP,54,ACK,browsing
1184,12.665816,Local,Static,TCP,54,ACK,browsing
1186,12.66599,Local,Static,TCP,54,ACK,browsing
1190,12.666345,Static,Local,TCP,60,ACK,browsing
1192,12.666358,Local,Static,TCP,54,ACK,browsing
1194,12.666568,Local,Static,TCP,54,ACK,browsing
1197,12.666877,Local,Static,TCP,54,ACK,browsing
1199,12.755483,Google,Local,TCP,60,ACK,browsing
1200,12.799983,Local,Amazon,TCP,54,TCP Dup ACK,browsing
1201,12.800015,Local,CDN,TCP,54,TCP Dup ACK,browsing
1202,12.800207,CDN,Local,TCP,60,TCP Dup ACK,browsing
1203,12.800207,CDN,Local,TCP,60,TCP Dup ACK,browsing
1205,12.83553,Local,Google,TCP,54,ACK,browsing
1207,12.835577,Local,Google,TCP,54,ACK,browsing
1209,12.836264,Google,Local,TCP,60,ACK,browsing
1211,12.851756,Google,Local,TCP,60,ACK,browsing
1213,12.854316,Google,Local,TCP,60,ACK,browsing
1215,12.854585,Google,Local,TCP,60,ACK,browsing
1217,12.856072,Google,Local,TCP,60,ACK,browsing
1219,12.857765,Google,Local,TCP,7144,ACK,browsing
1220,12.857781,Local,Google,TCP,54,ACK,browsing
1221,12.857866,Google,Local,TCP,5726,ACK,browsing
1222,12.857888,Local,Google,TCP,54,ACK,browsing
1224,12.858054,Local,Google,TCP,54,ACK,browsing
1226,12.858153,Local,Google,TCP,54,ACK,browsing
1228,12.858279,Local,Google,TCP,54,ACK,browsing
1230,12.858506,Google,Local,TCP,60,ACK,browsing
1232,12.861708,Google,Local,TCP,9980,ACK,browsing
1233,12.861738,Local,Google,TCP,54,ACK,browsing
1235,12.861803,Local,Google,TCP,54,ACK,browsing
1236,12.861955,Google,Local,TCP,7154,ACK,browsing
1237,12.861973,Local,Google,TCP,54,ACK,browsing
1239,12.86205,Local,Google,TCP,54,ACK,browsing
1240,12.86214,Google,Local,TCP,7154,ACK,browsing
1241,12.862159,Local,Google,TCP,54,ACK,browsing
1243,12.862248,Local,Google,TCP,54,ACK,browsing
1245,12.862309,Local,Google,TCP,54,ACK,browsing
1247,12.863346,Google,Local,TCP,1472,ACK,browsing
1248,12.863356,Local,Google,TCP,54,ACK,browsing
1249,12.86345,Google,Local,TCP,1474,ACK,browsing
1251,12.863506,Local,Google,TCP,54,ACK,browsing
1252,12.8635,Google,Local,TCP,1472,ACK,browsing
1253,12.863725,Google,Local,TCP,7154,ACK,browsing
1254,12.863736,Local,Google,TCP,54,ACK,browsing
1256,12.86384,Local,Google,TCP,54,ACK,browsing
1258,12.863866,Local,Google,TCP,54,ACK,browsing
1259,12.864005,Google,Local,TCP,2310,ACK,browsing
1260,12.864016,Local,Google,TCP,54,ACK,browsing
1261,12.864006,Google,Local,TCP,12834,ACK,browsing
1262,12.864033,Local,Google,TCP,54,ACK,browsing
1264,12.864129,Local,Google,TCP,54,ACK,browsing
1266,12.864147,Local,Google,TCP,54,ACK,browsing
1267,12.86534,Google,Local,TCP,1472,ACK,browsing
1268,12.865505,Google,Local,TCP,7154,ACK,browsing
1269,12.865526,Local,Google,TCP,54,ACK,browsing
1271,12.865623,Local,Google,TCP,54,ACK,browsing
1272,12.865693,Google,Local,TCP,5734,ACK,browsing
1273,12.865702,Local,Google,TCP,54,ACK,browsing
1275,12.865811,Local,Google,TCP,54,ACK,browsing
1277,12.865904,Local,Google,TCP,54,ACK,browsing
1278,12.865974,Google,Local,TCP,12802,ACK,browsing
1279,12.865982,Local,Google,TCP,54,ACK,browsing
1281,12.866052,Local,Google,TCP,54,ACK,browsing
1283,12.866202,Local,Google,TCP,54,ACK,browsing
1285,12.866329,Local,Google,TCP,54,ACK,browsing
1286,12.866415,Google,Local,TCP,5734,ACK,browsing
1287,12.866431,Local,Google,TCP,54,ACK,browsing
1289,12.866511,Local,Google,TCP,54,ACK,browsing
1291,12.866582,Local,Google,TCP,54,ACK,browsing
1292,12.866629,Google,Local,TCP,9402,ACK,browsing
1293,12.866636,Local,Google,TCP,54,ACK,browsing
1295,12.86678,Local,Google,TCP,54,ACK,browsing
1297,12.866876,Local,Google,TCP,54,ACK,browsing
1298,12.866956,Google,Local,TCP,14254,ACK,browsing
1299,12.866967,Local,Google,TCP,54,ACK,browsing
1301,12.86706,Local,Google,TCP,54,ACK,browsing
1303,12.86715,Local,Google,TCP,54,ACK,browsing
1304,12.867218,Google,Local,TCP,3714,ACK,browsing
1305,12.867223,Local,Google,TCP,54,ACK,browsing
1307,12.867288,Local,Google,TCP,54,ACK,browsing
1309,12.86738,Local,Google,TCP,54,ACK,browsing
1310,12.86748,Google,Local,TCP,12834,ACK,browsing
1311,12.86749,Local,Google,TCP,54,ACK,browsing
1313,12.867593,Local,Google,TCP,54,ACK,browsing
1315,12.867675,Local,Google,TCP,54,ACK,browsing
1316,12.867781,Google,Local,TCP,9392,ACK,browsing
1317,12.867798,Local,Google,TCP,54,ACK,browsing
1319,12.8679,Local,Google,TCP,54,ACK,browsing
1320,12.867975,Google,Local,TCP,5094,ACK,browsing
1321,12.867985,Local,Google,TCP,54,ACK,browsing
1322,12.867975,Google,Local,TCP,1474,ACK,browsing
1324,12.868083,Local,Google,TCP,54,ACK,browsing
1325,12.86819,Google,Local,TCP,9994,ACK,browsing
1326,12.868219,Local,Google,TCP,54,ACK,browsing
1328,12.868278,Local,Google,TCP,54,ACK,browsing
1329,12.868366,Google,Local,TCP,7154,ACK,browsing
1330,12.868375,Local,Google,TCP,54,ACK,browsing
1332,12.868476,Local,Google,TCP,54,ACK,browsing
1334,12.868539,Local,Google,TCP,54,ACK,browsing
1336,12.868603,Local,Google,TCP,54,ACK,browsing
1337,12.868744,Google,Local,TCP,8574,ACK,browsing
1338,12.868756,Local,Google,TCP,54,ACK,browsing
1341,12.868825,Local,Google,TCP,54,ACK,browsing
1342,12.868872,Google,Local,TCP,60,ACK,browsing
1345,13.064226,Local,Static,TCP,54,ACK,browsing
1347,13.064256,Local,Static,TCP,54,ACK,browsing
1349,13.065035,Static,Local,TCP,60,ACK,browsing
1351,13.184972,Static,Local,TCP,60,ACK,browsing
1356,13.193226,Local,Static,TCP,54,ACK,browsing
1358,13.194021,Static,Local,TCP,60,ACK,browsing
1361,13.199922,Local,Static,TCP,74,ACK,browsing
1362,13.204814,Static,Local,TCP,60,ACK,browsing
1363,13.204871,Local,Static,TCP,54,ACK,browsing
1365,13.207154,Static,Local,TCP,60,ACK,browsing
1367,13.212796,Local,Static,TCP,54,ACK,browsing
1369,13.216848,Static,Local,TCP,60,ACK,browsing
1371,13.223146,Local,Static,TCP,54,ACK,browsing
1373,13.225102,Static,Local,TCP,60,ACK,browsing
1376,13.225513,Static,Local,TCP,60,ACK,browsing
1377,13.225514,Static,Local,TCP,60,ACK,browsing
1379,13.230853,Local,Static,TCP,54,ACK,browsing
1381,13.231575,Static,Local,TCP,60,ACK,browsing
1383,13.231607,Local,Static,TCP,54,ACK,browsing
1385,13.231712,Local,Static,TCP,54,ACK,browsing
1387,13.231745,Local,Static,TCP,54,ACK,browsing
1389,13.232696,Static,Local,TCP,60,ACK,browsing
1391,13.454656,Google,Local,TCP,60,ACK,browsing
1393,13.460475,Google,Local,TCP,1472,ACK,browsing
1394,13.460493,Local,Google,TCP,54,ACK,browsing
1395,13.460641,Google,Local,TCP,2890,ACK,browsing
1396,13.460653,Local,Google,TCP,54,ACK,browsing
1398,13.460692,Local,Google,TCP,54,ACK,browsing
1400,13.461066,Google,Local,TCP,60,ACK,browsing
1405,13.534075,Local,Google,TCP,74,ACK,browsing
1406,13.539849,Google,Local,TCP,60,ACK,browsing
1407,13.539916,Local,Google,TCP,54,ACK,browsing
1409,13.543022,Google,Local,TCP,60,ACK,browsing
1411,13.548629,Static,Local,TCP,60,ACK,browsing
1413,13.549205,Local,Google,TCP,54,ACK,browsing
1414,13.549173,Google,Local,TCP,1474,ACK,browsing
1415,13.549229,Local,Google,TCP,54,ACK,browsing
1417,13.549365,Local,Google,TCP,54,ACK,browsing
1419,13.554235,Google,Local,TCP,60,ACK,browsing
1421,13.556127,Google,Local,TCP,60,ACK,browsing
1424,13.558792,Local,Static,TCP,54,ACK,browsing
1426,13.558888,Local,Static,TCP,54,ACK,browsing
1428,13.55901,Local,Static,TCP,54,ACK,browsing
1430,13.559081,Local,Static,TCP,54,ACK,browsing
1432,13.559136,Local,Static,TCP,54,ACK,browsing
1434,13.559231,Local,Static,TCP,54,ACK,browsing
1437,13.559386,Local,Static,TCP,54,ACK,browsing
1439,13.559445,Local,Static,TCP,54,ACK,browsing
1441,13.559592,Local,Static,TCP,54,ACK,browsing
1443,13.559658,Local,Static,TCP,54,ACK,browsing
1445,13.559777,Local,Static,TCP,54,ACK,browsing
1447,13.559885,Local,Static,TCP,54,ACK,browsing
1449,13.559997,Local,Static,TCP,54,ACK,browsing
1452,13.560344,Local,Static,TCP,54,ACK,browsing
1454,13.560803,Local,Google,TCP,54,ACK,browsing
1456,13.560878,Local,Google,TCP,54,ACK,browsing
1458,13.561132,Local,Google,TCP,54,ACK,browsing
1461,13.561728,Static,Local,TCP,60,ACK,browsing
1462,13.561873,Google,Local,TCP,60,ACK,browsing
1464,13.562115,Local,Google,TCP,54,ACK,browsing
1466,13.56496,Static,Local,TCP,60,ACK,browsing
1469,13.566007,Google,Local,TCP,60,ACK,browsing
1471,13.566132,Static,Local,TCP,60,ACK,browsing
1472,13.566196,Google,Local,TCP,60,ACK,browsing
1475,13.566657,Google,Local,TCP,60,ACK,browsing
1476,13.566657,Google,Local,TCP,60,ACK,browsing
1478,13.566986,Google,Local,TCP,60,ACK,browsing
1480,13.56728,Local,Google,TCP,54,ACK,browsing
1483,13.568721,Local,Static,TCP,54,ACK,browsing
1486,13.568835,Local,Static,TCP,54,ACK,browsing
1488,13.569142,Local,Static,TCP,54,ACK,browsing
1490,13.569265,Local,Static,TCP,54,ACK,browsing
1492,13.569286,Local,Static,TCP,54,ACK,browsing
1494,13.569391,Local,Static,TCP,54,ACK,browsing
1496,13.569409,Local,Static,TCP,54,ACK,browsing
1499,13.569573,Local,Static,TCP,54,ACK,browsing
1501,13.569783,Local,Static,TCP,54,ACK,browsing
1503,13.569942,Local,Static,TCP,54,ACK,browsing
1505,13.570108,Local,Static,TCP,54,ACK,browsing
1507,13.571963,Local,Google,TCP,54,ACK,browsing
1509,13.572057,Local,Google,TCP,54,ACK,browsing
1511,13.572127,Local,Google,TCP,54,ACK,browsing
1513,13.572289,Local,Google,TCP,54,ACK,browsing
1515,13.572351,Local,Google,TCP,54,ACK,browsing
1517,13.572775,Google,Local,TCP,60,ACK,browsing
1520,13.573437,Local,Static,TCP,54,ACK,browsing
1522,13.573514,Local,Static,TCP,54,ACK,browsing
1524,13.573759,Local,Static,TCP,54,ACK,browsing
1526,13.573941,Local,Static,TCP,54,ACK,browsing
1528,13.573973,Local,Static,TCP,54,ACK,browsing
1531,13.575611,Static,Local,TCP,60,ACK,browsing
1533,13.585436,Local,Google,TCP,54,ACK,browsing
1535,13.585484,Local,Google,TCP,54,ACK,browsing
1537,13.5855,Local,Google,TCP,54,ACK,browsing
1539,13.5856,Local,Google,TCP,54,ACK,browsing
1541,13.586215,Google,Local,TCP,60,ACK,browsing
1543,13.68999,Google,Local,TCP,60,ACK,browsing
1547,13.720047,Local,Google,TCP,54,ACK,browsing
1549,13.720379,Google,Local,TCP,60,ACK,browsing
1551,13.767607,Google,Local,TCP,60,ACK,browsing
1553,13.773398,Google,Local,TCP,1474,ACK,browsing
1554,13.773468,Local,Google,TCP,54,ACK,browsing
1555,13.773524,Google,Local,TCP,4306,ACK,browsing
1556,13.773533,Local,Google,TCP,54,ACK,browsing
1557,13.773525,Google,Local,TCP,7144,ACK,browsing
1558,13.77355,Local,Google,TCP,54,ACK,browsing
1560,13.773688,Local,Google,TCP,54,ACK,browsing
1562,13.774039,Google,Local,TCP,60,ACK,browsing
1564,13.966005,Google,Local,TCP,60,ACK,browsing
1566,13.992806,Google,Local,TCP,60,ACK,browsing
1567,14.079972,Local,CDN,TCP,54,TCP Dup ACK,browsing
1568,14.080173,CDN,Local,TCP,60,TCP Dup ACK,browsing
1570,14.083355,Google,Local,TCP,60,ACK,browsing
1572,14.083521,Google,Local,TCP,60,ACK,browsing
1574,14.083815,Google,Local,TCP,60,ACK,browsing
1576,14.108243,Google,Local,TCP,1472,ACK,browsing
1577,14.108301,Local,Google,TCP,54,ACK,browsing
1578,14.108378,Google,Local,TCP,4308,ACK,browsing
1579,14.108387,Local,Google,TCP,54,ACK,browsing
1581,14.108399,Local,Google,TCP,54,ACK,browsing
1585,14.121675,Local,Google,TCP,54,ACK,browsing
1587,14.121965,Google,Local,TCP,60,ACK,browsing
1589,14.165502,Google,Local,TCP,4308,ACK,browsing
1590,14.165518,Local,Google,TCP,54,ACK,browsing
1591,14.165502,Google,Local,TCP,2894,ACK,browsing
1592,14.16556,Local,Google,TCP,54,ACK,browsing
1594,14.165595,Local,Google,TCP,54,ACK,browsing
1597,14.172527,Google,Local,TCP,60,ACK,browsing
1598,14.172624,Google,Local,TCP,60,ACK,browsing
1601,14.177405,Local,Google,TCP,54,ACK,browsing
1603,14.177643,Google,Local,TCP,60,ACK,browsing
1606,14.209653,Local,Google,TCP,54,ACK,browsing
1608,14.209826,Google,Local,TCP,60,ACK,browsing
1611,14.230907,Google,Local,TCP,60,ACK,browsing
1612,14.230908,Google,Local,TCP,60,ACK,browsing
1617,14.239173,Local,Google,TCP,54,ACK,browsing
1619,14.239363,Google,Local,TCP,60,ACK,browsing
1622,14.244418,Local,Google,TCP,74,ACK,browsing
1623,14.244582,Local,Google,TCP,74,ACK,browsing
1624,14.248923,Google,Local,TCP,60,ACK,browsing
1625,14.249044,Local,Google,TCP,54,ACK,browsing
1626,14.249155,Google,Local,TCP,60,ACK,browsing
1627,14.24918,Local,Google,TCP,54,ACK,browsing
1629,14.253923,Google,Local,TCP,60,ACK,browsing
1631,14.25684,Google,Local,TCP,60,ACK,browsing
1633,14.257139,Google,Local,TCP,60,ACK,browsing
1635,14.257356,Google,Local,TCP,60,ACK,browsing
1637,14.257622,Google,Local,TCP,60,ACK,browsing
1639,14.266498,Local,Google,TCP,54,ACK,browsing
1640,14.266586,Google,Local,TCP,156,ACK,browsing
1642,14.266614,Local,Google,TCP,54,ACK,browsing
1644,14.266713,Local,Google,TCP,54,ACK,browsing
1646,14.266796,Local,Google,TCP,54,ACK,browsing
1648,14.266854,Local,Google,TCP,54,ACK,browsing
1649,14.266955,Google,Local,TCP,4314,ACK,browsing
1650,14.26697,Local,Google,TCP,54,ACK,browsing
1653,14.267726,Google,Local,TCP,60,ACK,browsing
1655,14.271094,Local,Google,TCP,54,ACK,browsing
1657,14.27123,Local,Google,TCP,54,ACK,browsing
1660,14.276217,Google,Local,TCP,60,ACK,browsing
1662,14.285233,Local,Google,TCP,54,ACK,browsing
1664,14.285371,Local,Google,TCP,54,ACK,browsing
1668,14.289333,Static,Local,TCP,60,ACK,browsing
1669,14.290151,Local,Google,TCP,54,ACK,browsing
1671,14.29088,Google,Local,TCP,60,ACK,browsing
1673,14.295538,Local,Static,TCP,54,ACK,browsing
1677,14.298757,Google,Local,TCP,60,ACK,browsing
1678,14.298757,Google,Local,TCP,60,ACK,browsing
1679,14.298758,Static,Local,TCP,60,ACK,browsing
1682,14.302616,Google,Local,TCP,60,ACK,browsing
1683,14.30272,Google,Local,TCP,60,ACK,browsing
1684,14.30272,Google,Local,TCP,60,ACK,browsing
1686,14.30409,Local,Static,TCP,54,ACK,browsing
1688,14.305747,Google,Local,TCP,60,ACK,browsing
1690,14.305893,Google,Local,TCP,60,ACK,browsing
1691,14.305893,Google,Local,TCP,60,ACK,browsing
1693,14.307779,Local,Google,TCP,54,ACK,browsing
1694,14.308271,Google,Local,TCP,2950,ACK,browsing
1695,14.308283,Local,Google,TCP,54,ACK,browsing
1696,14.308271,Google,Local,TCP,2950,ACK,browsing
1697,14.308434,Local,Google,TCP,54,ACK,browsing
1698,14.308506,Google,Local,TCP,7294,ACK,browsing
1699,14.308515,Local,Google,TCP,54,ACK,browsing
1700,14.308757,Google,Local,TCP,1502,ACK,browsing
1701,14.308769,Local,Google,TCP,54,ACK,browsing
1703,14.309008,Local,Google,TCP,54,ACK,browsing
1704,14.309153,Google,Local,TCP,2950,ACK,browsing
1705,14.309162,Local,Google,TCP,54,ACK,browsing
1706,14.309746,Google,Local,TCP,1502,ACK,browsing
1707,14.309769,Local,Google,TCP,54,ACK,browsing
1708,14.309933,Google,Local,TCP,5846,ACK,browsing
1709,14.309949,Local,Google,TCP,54,ACK,browsing
1710,14.310654,Google,Local,TCP,1502,ACK,browsing
1711,14.310667,Local,Google,TCP,54,ACK,browsing
1713,14.310908,Local,Google,TCP,54,ACK,browsing
1714,14.31103,Google,Local,TCP,2950,ACK,browsing
1715,14.311054,Local,Google,TCP,54,ACK,browsing
1716,14.311139,Google,Local,TCP,4398,ACK,browsing
1717,14.311147,Local,Google,TCP,54,ACK,browsing
1718,14.311763,Google,Local,TCP,1502,ACK,browsing
1719,14.311784,Local,Google,TCP,54,ACK,browsing
1720,14.311998,Google,Local,TCP,2950,ACK,browsing
1721,14.312011,Local,Google,TCP,54,ACK,browsing
1723,14.312038,Local,Google,TCP,54,ACK,browsing
1724,14.31211,Google,Local,TCP,1474,ACK,browsing
1725,14.312347,Google,Local,TCP,1530,ACK,browsing
1726,14.312362,Local,Google,TCP,54,ACK,browsing
1727,14.312347,Google,Local,TCP,7294,ACK,browsing
1728,14.312433,Local,Google,TCP,54,ACK,browsing
1729,14.312893,Google,Local,TCP,1502,ACK,browsing
1730,14.312904,Local,Google,TCP,54,ACK,browsing
1731,14.312893,Google,Local,TCP,2950,ACK,browsing
1732,14.312926,Local,Google,TCP,54,ACK,browsing
1735,14.313738,Local,Google,TCP,54,ACK,browsing
1736,14.314046,Google,Local,TCP,1502,ACK,browsing
1737,14.314089,Local,Google,TCP,54,ACK,browsing
1738,14.314249,Google,Local,TCP,4398,ACK,browsing
1739,14.31426,Local,Google,TCP,54,ACK,browsing
1740,14.314637,Google,Local,TCP,2950,ACK,browsing
1741,14.314658,Local,Google,TCP,54,ACK,browsing
1743,14.314884,Local,Google,TCP,54,ACK,browsing
1744,14.31501,Google,Local,TCP,1502,ACK,browsing
1745,14.31502,Local,Google,TCP,54,ACK,browsing
1746,14.315221,Google,Local,TCP,2950,ACK,browsing
1747,14.315231,Local,Google,TCP,54,ACK,browsing
1748,14.315996,Google,Local,TCP,1502,ACK,browsing
1749,14.31602,Local,Google,TCP,54,ACK,browsing
1750,14.316151,Google,Local,TCP,2950,ACK,browsing
1752,14.317126,Google,Local,TCP,4398,ACK,browsing
1753,14.317759,Google,Local,TCP,1502,ACK,browsing
1754,14.317867,Local,Google,TCP,54,ACK,browsing
1755,14.317927,Google,Local,TCP,1502,ACK,browsing
1756,14.317999,Local,Google,TCP,54,ACK,browsing
1757,14.318076,Google,Local,TCP,1502,ACK,browsing
1758,14.318086,Local,Google,TCP,54,ACK,browsing
1759,14.318302,Google,Local,TCP,1502,ACK,browsing
1760,14.318318,Local,Google,TCP,54,ACK,browsing
1762,14.319451,Google,Local,TCP,1502,ACK,browsing
1763,14.319582,Google,Local,TCP,4398,ACK,browsing
1764,14.319966,Google,Local,TCP,1502,ACK,browsing
1765,14.320098,Local,Google,TCP,54,ACK,browsing
1767,14.320204,Local,Google,TCP,54,ACK,browsing
1768,14.320933,Google,Local,TCP,1502,ACK,browsing
1769,14.32098,Local,Google,TCP,54,ACK,browsing
1770,14.321071,Google,Local,TCP,7294,ACK,browsing
1771,14.321079,Local,Google,TCP,54,ACK,browsing
1772,14.32137,Google,Local,TCP,1502,ACK,browsing
1773,14.321378,Local,Google,TCP,54,ACK,browsing
1774,14.321571,Google,Local,TCP,4398,ACK,browsing
1775,14.321579,Local,Google,TCP,54,ACK,browsing
1777,14.321973,Local,Google,TCP,54,ACK,browsing
1778,14.322136,Google,Local,TCP,2950,ACK,browsing
1779,14.322144,Local,Google,TCP,54,ACK,browsing
1780,14.322348,Google,Local,TCP,5846,ACK,browsing
1781,14.322357,Local,Google,TCP,54,ACK,browsing
1783,14.322537,Local,Google,TCP,54,ACK,browsing
1785,14.369565,Google,Local,TCP,60,ACK,browsing
1786,14.369565,Google,Local,TCP,60,ACK,browsing
1788,14.410309,Static,Local,TCP,60,ACK,browsing
1790,14.410533,Static,Local,TCP,60,ACK,browsing
1793,14.416335,Local,Static,TCP,54,ACK,browsing
