Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits A to B,Bits B to A,classification
192.168.10.126,65513,192.168.10.1,53,15,1025,829,0,0,10,630,5,395,487.223808,0.029282,172119,107916,Admin
192.168.10.126,65514,192.168.10.1,53,17,1121,830,0,0,12,738,5,383,487.224012,0.033516,176154,91419,Admin
192.168.10.126,65515,192.168.10.1,53,17,1238,831,0,0,12,738,5,500,487.224173,0.028907,204241,138374,Admin
192.168.10.126,65516,79.127.213.241,443,33,8573,832,0,0,22,3138,11,5435,487.224799,11.066547,2268,3928,Google
192.168.10.126,65517,192.168.10.1,53,15,1080,833,0,0,10,652,5,428,488.209047,0.026947,193565,127064,Admin
192.168.10.126,65518,192.168.10.1,53,15,1060,834,0,0,10,652,5,408,488.209375,0.029712,175551,109854,Admin
192.168.10.126,65519,192.168.10.1,53,17,1188,835,0,0,12,760,5,428,488.20984,0.030096,202020,113769,Admin
192.168.10.126,65520,192.168.10.1,53,15,1078,836,0,0,10,636,5,442,489.209362,0.02731,186305,129476,Admin
192.168.10.126,65521,192.168.10.1,53,15,1050,837,0,0,10,636,5,414,489.209546,0.026393,192778,125487,Admin
192.168.10.126,65522,192.168.10.1,53,17,1174,838,0,0,12,744,5,430,489.209666,0.028462,209120,120862,Admin
192.168.10.126,65523,192.168.10.1,53,15,1089,839,0,0,10,668,5,421,490.02836,0.020822,256651,161751,Admin
192.168.10.126,65524,192.168.10.1,53,17,1250,840,0,0,12,776,5,474,490.028538,0.023848,260315,159007,Admin
192.168.10.126,65525,192.168.10.1,53,15,1101,841,0,0,10,668,5,433,490.028678,0.022044,242424,157140,Admin
192.168.10.126,65526,3.223.116.153,443,54,14809,842,0,0,34,7508,20,7301,490.048977,62.0833,967,940,Unclear
192.168.10.126,65527,3.223.116.153,443,31,9117,843,0,0,18,2628,13,6489,490.301464,77.907881,269,666,Unclear
192.168.10.126,65532,192.168.10.1,53,15,1083,844,0,0,10,680,5,403,495.733183,0.03346,162582,96353,Admin
192.168.10.126,65533,192.168.10.1,53,17,1191,845,0,0,12,788,5,403,495.733847,0.032906,191576,97976,Admin
192.168.10.126,65534,192.168.10.1,53,15,1121,846,0,0,10,680,5,441,495.734108,0.032645,166641,108071,Admin
192.168.10.126,49152,192.168.10.1,53,15,1075,847,0,0,10,634,5,441,496.23102,0.11256,45060,31343,Admin
192.168.10.126,49153,192.168.10.1,53,15,1059,848,0,0,10,634,5,425,496.231458,0.112416,45118,30244,Admin
192.168.10.126,49154,192.168.10.1,53,17,1121,849,0,0,12,742,5,379,496.231639,0.112236,52888,27014,Admin
192.168.10.126,49155,192.168.10.1,53,15,1063,850,0,0,10,626,5,437,496.716502,0.144149,34741,24252,Admin
192.168.10.126,49156,192.168.10.1,53,15,1127,851,0,0,10,626,5,501,496.717337,0.156478,32004,25613,Admin
192.168.10.126,49157,192.168.10.1,53,17,1116,852,0,0,12,734,5,382,496.718319,0.155495,37763,19653,Admin
192.168.10.126,49158,79.127.213.241,443,29,6187,853,0,0,20,5094,9,1093,498.212833,11.045803,3689,791,Google
192.168.10.126,49159,79.127.213.241,443,37,9285,854,0,0,24,3304,13,5981,499.208604,6.157409,4292,7770,Google
192.168.10.126,49160,192.168.10.1,53,15,1018,855,0,0,10,636,5,382,503.209638,0.169623,29995,18016,Admin
192.168.10.126,49161,192.168.10.1,53,15,982,856,0,0,10,636,5,346,503.209844,0.154724,32884,17889,Admin
192.168.10.126,49162,192.168.10.1,53,16,1084,857,0,0,12,744,4,340,503.210007,0.150235,39617,18104,Admin
192.168.10.126,49163,79.127.213.241,443,26,4633,858,0,0,18,3602,8,1031,505.213251,5.04552,5711,1634,Google
192.168.10.126,49164,79.127.213.244,443,145,61037,859,0,0,92,29944,53,31093,508.242503,65.421082,3661,3802,Google
192.168.10.126,49165,79.127.213.241,443,67,25258,860,0,0,42,10960,25,14298,509.220138,32.04918,2735,3569,Google
192.168.10.126,49166,79.127.213.241,443,55,17049,861,0,0,34,7876,21,9173,510.21501,20.031582,3145,3663,Google
192.168.10.126,49167,52.20.78.240,443,59,14980,862,0,0,40,9062,19,5918,513.122056,57.600659,1258,821,Unclear
192.168.10.126,49168,10.91.48.133,7680,4,264,863,0,0,4,264,0,0,513.679962,1.000026,2111,0,Unclear
192.168.10.126,49169,10.91.222.184,7680,4,264,864,0,0,4,264,0,0,513.686824,0.999595,2112,0,Unclear
192.168.10.126,49170,192.168.10.1,53,15,1074,865,0,0,10,630,5,444,513.997545,0.061925,81388,57359,Admin
192.168.10.126,49171,192.168.10.1,53,17,1193,866,0,0,12,738,5,455,513.997699,0.027194,217106,133853,Admin
192.168.10.126,49172,192.168.10.1,53,15,1086,867,0,0,10,630,5,456,513.997804,0.028739,175371,126935,Admin
192.168.10.126,49173,192.168.10.1,53,15,1135,868,0,0,10,674,5,461,513.998166,0.028402,189845,129850,Admin
192.168.10.126,49174,192.168.10.1,53,15,1119,869,0,0,10,674,5,445,513.998331,0.028242,190921,126053,Admin
192.168.10.126,49175,192.168.10.1,53,17,1188,870,0,0,12,782,5,406,513.998466,0.033437,187098,97137,Admin
192.168.10.126,49176,192.168.10.1,53,15,1172,871,0,0,10,662,5,510,515.250435,0.433814,12207,9404,Admin
192.168.10.126,49177,192.168.10.1,53,17,1244,872,0,0,12,770,5,474,515.250746,0.433724,14202,8742,Admin
192.168.10.126,49178,192.168.10.1,53,15,1161,873,0,0,10,662,5,499,515.250944,0.432635,12241,9227,Admin
192.168.10.126,49179,79.127.213.241,443,68,23311,874,0,0,44,12948,24,10363,515.285588,45.946339,2254,1804,Google
192.168.10.126,49180,79.127.213.244,443,36,11073,875,0,0,22,4460,14,6613,515.317154,20.935148,1704,2527,Google
192.168.10.126,49181,192.168.10.1,53,17,1281,876,0,0,12,776,5,505,515.318225,0.3784,16405,10676,Admin
192.168.10.126,49182,192.168.10.1,53,17,1257,877,0,0,12,776,5,481,515.31948,0.375527,16531,10246,Admin
192.168.10.126,49183,192.168.10.1,53,17,1294,878,0,0,12,776,5,518,515.320959,0.383996,16166,10791,Admin
192.168.10.126,49184,192.168.10.1,53,19,1284,879,0,0,12,760,7,524,515.434605,0.729975,8329,5742,Admin
192.168.10.126,49185,192.168.10.1,53,15,1060,880,0,0,10,652,5,408,515.434974,0.277322,18808,11769,Admin
192.168.10.126,49186,192.168.10.1,53,15,1080,881,0,0,10,652,5,428,515.435383,0.269648,19343,12698,Admin
192.168.10.126,49187,192.168.10.1,53,19,1253,882,0,0,12,738,7,515,515.440543,0.724037,8154,5690,Admin
192.168.10.126,49188,192.168.10.1,53,19,1217,883,0,0,12,738,7,479,515.440818,0.715648,8249,5354,Admin
192.168.10.126,49189,192.168.10.1,53,19,1358,884,0,0,12,738,7,620,515.441023,0.721265,8185,6876,Admin
192.168.10.126,49190,192.168.10.1,53,19,1370,885,0,0,12,760,7,610,515.455169,0.701011,8673,6961,Admin
192.168.10.126,49191,192.168.10.1,53,19,1346,886,0,0,12,760,7,586,515.455416,0.706872,8601,6632,Admin
192.168.10.126,49192,192.168.10.1,53,21,1479,887,0,0,14,868,7,611,515.455559,0.708931,9795,6894,Admin
192.168.10.126,49193,79.127.213.244,443,42,8340,888,0,0,26,2304,16,6036,515.568243,15.651879,1177,3085,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49194,2603:1063:2000:1::12,443,50,22516,889,0,0,34,14308,16,8208,515.669642,57.994015,1973,1132,Google
192.168.10.126,49195,192.168.10.1,53,20,1450,890,0,0,14,956,6,494,515.703589,0.461932,16556,8555,Admin
192.168.10.126,49196,192.168.10.1,53,20,1430,891,0,0,14,956,6,474,515.70395,0.461557,16570,8215,Admin
192.168.10.126,49197,192.168.10.1,53,7,462,892,0,0,2,132,5,330,515.70417,94.318715,11,27,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49198,2603:1063:2000:1::12,443,32,11429,893,0,0,18,3402,14,8027,515.713763,57.949264,469,1108,Google
192.168.10.126,49199,192.168.10.1,53,17,1145,894,0,0,12,738,5,407,515.788056,0.401974,14687,8100,Admin
192.168.10.126,49200,192.168.10.1,53,17,1121,895,0,0,12,738,5,383,515.788421,0.401321,14711,7634,Admin
192.168.10.126,49201,192.168.10.1,53,17,1250,896,0,0,12,738,5,512,515.788618,0.401081,14720,10212,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49202,2603:1063:2000:1::12,443,51,18523,897,0,0,32,8860,19,9663,515.965771,57.69763,1228,1339,Google
192.168.10.126,49203,52.108.9.12,443,6,380,898,0,0,2,132,4,248,516.014162,2.809688,375,706,Unclear
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49204,2603:1063:2000:1::12,443,23,10649,899,0,0,12,2868,11,7781,516.014558,0.173023,132606,359767,Google
192.168.10.126,49205,192.168.10.1,53,8,528,900,0,0,2,132,6,396,516.138322,95.283361,11,33,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49206,2406:3003:2003:1c3b:5aef:68ff:febf:8de0,53,2,172,901,0,0,2,172,0,0,516.138552,5.00E-06,,,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49207,2406:3003:2003:1c3b:5aef:68ff:febf:8de0,53,2,172,902,0,0,2,172,0,0,516.1387,3.00E-06,,,Google
192.168.10.126,49208,192.168.10.1,53,17,1150,903,0,0,12,740,5,410,516.162798,0.032845,180240,99862,Admin
192.168.10.126,49209,192.168.10.1,53,17,1126,904,0,0,12,740,5,386,516.163046,0.032498,182165,95021,Admin
192.168.10.126,49210,192.168.10.1,53,17,1243,905,0,0,12,740,5,503,516.163254,0.032281,183389,124655,Admin
192.168.10.126,49211,79.127.213.244,443,43,11460,906,0,0,28,4808,15,6652,516.20684,13.32551,2886,3993,Google
192.168.10.126,61733,34.149.211.227,443,20,3910,100,0,0,12,2620,8,1290,516.219817,231.650522,90,44,Unclear
192.168.10.126,61747,34.149.211.227,443,24,5716,101,0,0,14,4166,10,1550,516.275125,231.945974,143,53,Unclear
192.168.10.126,49212,192.168.10.1,53,17,1247,907,0,0,12,780,5,467,517.210767,0.025853,241364,144509,Admin
192.168.10.126,49213,192.168.10.1,53,17,1223,908,0,0,12,780,5,443,517.211056,0.028343,220160,125039,Admin
192.168.10.126,49214,192.168.10.1,53,17,1315,909,0,0,12,780,5,535,517.211232,0.028185,221394,151853,Admin
192.168.10.126,49215,40.79.141.153,443,50,20478,910,0,0,34,12666,16,7812,517.913268,55.685895,1819,1122,
192.168.10.126,49216,192.168.10.1,53,15,1046,911,0,0,10,636,5,410,518.209362,0.020169,252268,162625,Admin
192.168.10.126,49217,192.168.10.1,53,17,1154,912,0,0,12,744,5,410,518.209527,0.021766,273454,150693,Admin
192.168.10.126,49218,192.168.10.1,53,17,1183,913,0,0,12,744,5,439,518.209637,0.025007,238013,140440,Admin
192.168.10.126,49219,10.97.139.191,7680,8,528,914,0,0,8,528,0,0,519.757219,7.003039,603,0,Unclear
192.168.10.126,49220,10.91.34.37,7680,8,528,915,0,0,8,528,0,0,519.757837,7.001271,603,0,Unclear
192.168.10.126,49221,192.168.10.1,53,17,1099,916,0,0,12,742,5,357,527.209957,0.029709,199804,96132,Admin
192.168.10.126,49222,192.168.10.1,53,15,979,917,0,0,10,634,5,345,527.210209,0.029686,170854,92973,Admin
192.168.10.126,49223,192.168.10.1,53,14,966,918,0,0,10,634,4,332,527.21037,0.029498,171943,90040,Admin
192.168.10.126,49224,79.127.213.244,443,33,4971,919,0,0,22,3782,11,1189,529.22189,11.305039,2676,841,Google
192.168.10.126,49225,79.127.213.244,443,39,9271,920,0,0,24,3276,15,5995,529.223025,11.296171,2320,4245,Google
192.168.10.126,49226,79.127.213.244,443,32,8542,921,0,0,20,3036,12,5506,529.223852,22.006353,1103,2001,Google
192.168.10.126,49227,192.168.10.1,53,17,1188,922,0,0,12,760,5,428,536.208366,0.028435,213820,120414,Admin
192.168.10.126,49228,192.168.10.1,53,17,1168,923,0,0,12,760,5,408,536.208596,0.036971,164453,88285,Admin
192.168.10.126,49229,192.168.10.1,53,15,1080,924,0,0,10,652,5,428,536.208731,0.036523,142814,93749,Admin
192.168.10.126,49230,79.127.213.240,443,32,8498,925,0,0,20,3024,12,5474,536.240672,11.187567,2162,3914,Google
192.168.10.126,49231,79.127.213.241,443,34,8721,926,0,0,22,3248,12,5473,537.904099,12.370794,2100,3539,Google
192.168.10.126,49232,10.91.22.104,7680,10,660,927,0,0,10,660,0,0,538.768476,15.003524,351,0,Unclear
192.168.10.126,49233,10.91.218.213,7680,10,660,928,0,0,10,660,0,0,538.769598,15.014533,351,0,Unclear
192.168.10.126,49234,192.168.10.1,53,15,1140,929,0,0,10,670,5,470,539.165797,0.029564,181301,127181,Admin
192.168.10.126,49235,192.168.10.1,53,17,1236,930,0,0,12,778,5,458,539.166021,0.029341,212126,124876,Admin
192.168.10.126,49236,192.168.10.1,53,17,1268,931,0,0,12,778,5,490,539.166174,0.038605,161222,101541,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49237,2600:1413:a000::172f:be78,443,56,10632,932,0,0,34,6986,22,3646,539.194802,34.469635,1621,846,Google
192.168.10.126,49238,192.168.10.1,53,17,1188,933,0,0,12,760,5,428,541.214107,0.038388,158382,89194,Admin
192.168.10.126,49239,192.168.10.1,53,17,1168,934,0,0,12,760,5,408,541.214284,0.038212,159112,85418,Admin
192.168.10.126,49240,192.168.10.1,53,17,1188,935,0,0,12,760,5,428,541.214432,0.037588,161753,91092,Admin
192.168.10.126,49241,79.127.213.240,443,33,8556,936,0,0,20,3030,13,5526,541.243273,11.060543,2191,3996,Google
192.168.10.126,49242,192.168.10.1,53,24,1578,937,0,0,16,976,8,602,548.503454,0.357195,21859,13482,Admin
192.168.10.126,49243,192.168.10.1,53,24,1558,938,0,0,16,976,8,582,548.504139,0.35651,21901,13059,Admin
192.168.10.126,49244,192.168.10.1,53,23,1524,939,0,0,16,976,7,548,548.504286,0.3554,21969,12335,Admin
192.168.10.126,49245,192.168.10.1,53,15,1095,940,0,0,10,680,5,415,549.791104,0.039097,139141,84917,Admin
192.168.10.126,49246,192.168.10.1,53,17,1191,941,0,0,12,788,5,403,549.791261,0.038971,161761,82728,Admin
192.168.10.126,49247,192.168.10.1,53,17,1232,942,0,0,12,788,5,444,549.791369,0.038804,162457,91536,Admin
192.168.10.126,49248,192.168.10.1,53,15,1128,943,0,0,10,664,5,464,550.005632,0.037916,140099,97900,Admin
192.168.10.126,49249,192.168.10.1,53,15,1115,944,0,0,10,664,5,451,550.005819,0.044938,118207,80288,Admin
192.168.10.126,49250,192.168.10.1,53,17,1236,945,0,0,12,772,5,464,550.005951,0.037569,164390,98804,Admin
192.168.10.126,49251,13.227.254.37,443,29,6595,946,0,0,20,5280,9,1315,550.044245,23.620265,1788,445,Google
192.168.10.126,49252,192.168.10.1,53,15,1080,947,0,0,10,652,5,428,550.212611,0.044793,116446,76440,Admin
192.168.10.126,49253,192.168.10.1,53,17,1168,948,0,0,12,760,5,408,550.21297,0.047094,129103,69308,Admin
192.168.10.126,49254,192.168.10.1,53,17,1188,949,0,0,12,760,5,428,550.213267,0.046797,129922,73167,Admin
192.168.10.126,49255,192.168.10.1,53,17,1174,950,0,0,12,744,5,430,551.207662,0.046023,129326,74745,Admin
192.168.10.126,49256,192.168.10.1,53,17,1158,951,0,0,12,744,5,414,551.207963,0.038186,155868,86733,Admin
192.168.10.126,49257,192.168.10.1,53,17,1174,952,0,0,12,744,5,430,551.208178,0.03143,189373,109449,Admin
192.168.10.126,49258,79.127.213.244,443,35,9697,953,0,0,22,3144,13,6553,551.21367,22.435437,1121,2336,Google
192.168.10.126,49259,79.127.213.244,443,51,17199,954,0,0,32,7728,19,9471,551.215506,32.011887,1931,2366,Google
192.168.10.126,49260,79.127.213.244,443,38,11183,955,0,0,24,4592,14,6591,551.215865,19.038598,1929,2769,Google
192.168.10.126,49261,79.127.213.240,443,145,56411,956,0,0,92,31050,53,25361,552.209524,83.070257,2990,2442,Google
192.168.10.126,49262,192.168.10.1,53,17,1219,957,0,0,12,766,5,453,552.29764,0.043812,139870,82717,Admin
192.168.10.126,49263,192.168.10.1,53,17,1159,958,0,0,12,766,5,393,552.29788,0.043548,140718,72196,Admin
192.168.10.126,49264,192.168.10.1,53,17,1308,959,0,0,12,766,5,542,552.298038,0.04341,141165,99884,Admin
192.168.10.126,49265,79.127.213.241,443,35,9795,960,0,0,22,3248,13,6547,561.209527,12.452104,2086,4206,Google
192.168.10.126,49266,79.127.213.241,443,62,21364,961,0,0,36,9352,26,12012,561.211071,25.056105,2985,3835,Google
192.168.10.126,49267,192.168.10.1,53,15,1030,962,0,0,10,636,5,394,564.208358,0.024212,210143,130183,Admin
192.168.10.126,49268,192.168.10.1,53,15,970,963,0,0,10,636,5,334,564.208514,0.017053,298363,156687,Admin
192.168.10.126,49269,192.168.10.1,53,17,1138,964,0,0,12,744,5,394,564.208609,0.025999,228931,121235,Admin
34.120.85.253,443,192.168.10.126,63434,10,588,965,0,0,4,216,6,372,566.212931,0.006841,252594,435024,Admin
192.168.10.126,49270,3.220.57.224,443,55,14598,966,0,0,36,8692,19,5906,570.533961,60.473903,1149,781,Unclear
192.168.10.126,49271,79.127.213.240,443,43,11460,967,0,0,28,4786,15,6674,575.22962,58.013681,659,920,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49272,2603:1063:2000:1::12,443,39,11999,968,0,0,24,4470,15,7529,575.233899,18.423542,1940,3269,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49273,2603:1063:2200:20::2f,443,56,28256,969,0,0,42,14740,14,13516,575.234367,18.648914,6323,5798,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49274,2603:1063:2200:20::2f,443,58,28404,970,0,0,44,14888,14,13516,575.236709,18.639269,6389,5801,Google
192.168.10.126,49275,79.127.213.244,443,58,19432,971,0,0,38,9488,20,9944,575.252865,24.078938,3152,3303,Google
192.168.10.126,49276,79.127.213.244,443,35,9688,972,0,0,22,3258,13,6430,575.255173,18.402011,1416,2795,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49277,2606:4700:3110::6812:336a,443,26,7769,973,0,0,16,1846,10,5923,575.258434,16.963926,870,2793,Google
192.168.10.126,49278,192.168.10.1,53,17,1282,974,0,0,12,778,5,504,575.394307,0.023596,263773,170876,Admin
192.168.10.126,49279,192.168.10.1,53,15,1126,975,0,0,10,670,5,456,575.394525,0.023141,231623,157642,Admin
192.168.10.126,49280,192.168.10.1,53,17,1294,976,0,0,12,778,5,516,575.394675,0.02299,270726,179556,Admin
192.168.10.126,49281,20.42.72.131,443,57,26020,977,0,0,40,18112,17,7908,575.415133,18.813747,7701,3362,Unclear
192.168.10.126,49282,20.42.72.131,443,13,1879,978,0,0,10,1606,3,273,575.716499,0.670817,19152,3255,Unclear
192.168.10.126,49283,68.232.45.61,443,69,19288,979,0,0,46,8244,23,11044,576.208609,17.447697,3779,5063,Unclear
192.168.10.126,49284,79.127.213.241,443,45,14508,980,0,0,28,6160,17,8348,577.738695,15.918944,3095,4195,Google
192.168.10.126,49285,192.168.10.1,53,17,1247,981,0,0,12,780,5,467,579.211915,0.034859,179006,107174,Admin
192.168.10.126,49286,192.168.10.1,53,15,1127,982,0,0,10,672,5,455,579.212213,0.034561,155551,105321,Admin
192.168.10.126,49287,192.168.10.1,53,17,1315,983,0,0,12,780,5,535,579.212354,0.034396,181416,124433,Admin
192.168.10.126,49288,192.168.10.1,53,15,1058,984,0,0,10,636,5,422,581.210901,0.235146,21637,14357,Admin
192.168.10.126,49289,192.168.10.1,53,17,1142,985,0,0,12,744,5,398,581.211162,0.234883,25340,13555,Admin
192.168.10.126,49290,192.168.10.1,53,17,1195,986,0,0,12,744,5,451,581.211312,0.218477,27243,16514,Admin
192.168.10.126,49291,192.168.10.1,53,15,1080,987,0,0,10,652,5,428,583.212219,0.026646,195751,128499,Admin
192.168.10.126,49292,192.168.10.1,53,17,1156,988,0,0,12,760,5,396,583.212553,0.032006,189964,98981,Admin
192.168.10.126,49293,192.168.10.1,53,17,1188,989,0,0,12,760,5,428,583.212791,0.030087,202080,113803,Admin
192.168.10.126,49294,79.127.213.241,443,34,8634,990,0,0,22,3144,12,5490,583.239282,2.994877,8398,14665,Google
192.168.10.126,49295,79.127.213.241,443,41,11609,991,0,0,26,4800,15,6809,583.239418,10.417871,3685,5228,Google
192.168.10.126,49296,79.127.213.241,443,35,9680,992,0,0,22,3144,13,6536,583.239535,10.417649,2414,5019,Google
192.168.10.126,49297,79.127.213.241,443,39,11254,993,0,0,24,4592,15,6662,583.239653,16.121672,2278,3305,Google
192.168.10.126,49298,79.127.213.241,443,39,12371,994,0,0,24,4700,15,7671,587.826467,15.8274,2375,3877,Google
34.120.85.253,443,192.168.10.126,63433,9,534,995,0,0,3,162,6,372,592.890746,0.005587,231967,532665,Admin
192.168.10.126,49299,79.127.213.241,443,38,10877,996,0,0,24,4700,14,6177,594.24308,15.986596,2351,3091,Google
192.168.10.126,49300,68.232.45.61,443,44,13915,997,0,0,30,6434,14,7481,596.20807,7.446816,6911,8036,Unclear
192.168.10.126,49301,192.168.10.1,53,15,1051,998,0,0,10,626,5,425,599.084115,0.025358,197491,134079,Admin
192.168.10.126,49302,192.168.10.1,53,15,1127,999,0,0,10,626,5,501,599.084279,0.030094,166411,133182,Admin
192.168.10.126,49303,192.168.10.1,53,17,1116,1000,0,0,12,734,5,382,599.084407,0.029966,195955,101982,Admin
192.168.10.126,49304,79.127.213.241,443,34,8634,1001,0,0,22,3144,12,5490,599.212251,1.070792,23489,41016,Google
192.168.10.126,49305,79.127.213.244,443,43,12492,1002,0,0,28,4816,15,7676,599.214875,4.438992,8679,13833,Google
192.168.10.126,49306,192.168.10.1,53,15,1025,1003,0,0,10,630,5,395,599.215247,0.172543,29210,18314,Admin
192.168.10.126,49307,192.168.10.1,53,17,1121,1004,0,0,12,738,5,383,599.215354,0.17256,34214,17756,Admin
192.168.10.126,49308,192.168.10.1,53,18,1292,1005,0,0,12,738,6,554,599.215446,0.172344,34257,25716,Admin
192.168.10.126,49309,79.127.213.241,443,37,9819,1006,0,0,24,3252,13,6567,600.21022,3.44663,7548,15242,Google
192.168.10.126,49310,79.127.213.241,443,29,7109,1007,0,0,18,1688,11,5421,600.212073,3.443058,3922,12595,Google
192.168.10.126,49311,79.127.213.241,443,41,11360,1008,0,0,26,4700,15,6660,600.213644,12.051798,3119,4420,Google
192.168.10.126,49312,79.127.213.241,443,35,9695,1009,0,0,22,3144,13,6551,600.215304,3.444653,7301,15214,Google
192.168.10.126,49313,79.127.213.241,443,35,9696,1010,0,0,22,3144,13,6552,600.216617,3.438683,7314,15243,Google
192.168.10.126,49314,68.232.45.61,443,9382,10135108,1011,0,0,2532,167712,6850,9967396,604.207958,169.497767,7915,470443,Unclear
192.168.10.126,49315,79.127.213.244,443,164,68343,1012,0,0,108,36212,56,32131,604.209261,98.019856,2955,2622,Google
192.168.10.126,49316,192.168.10.1,53,2,132,1013,0,0,2,132,0,0,607.210926,1.00E-05,,,Admin
192.168.10.126,49317,192.168.10.1,53,17,1156,1014,0,0,12,760,5,396,607.211204,0.030218,201204,104838,Admin
192.168.10.126,49318,192.168.10.1,53,15,1080,1015,0,0,10,652,5,428,607.211491,0.029932,174261,114392,Admin
192.168.10.126,49319,192.168.10.1,53,20,1350,1016,0,0,14,868,6,482,607.647003,0.275673,25189,13987,Admin
192.168.10.126,49320,192.168.10.1,53,15,1080,1017,0,0,10,652,5,428,610.210875,0.022766,229113,150399,Admin
192.168.10.126,49321,192.168.10.1,53,17,1168,1018,0,0,12,760,5,408,610.211105,0.02383,255140,136970,Admin
192.168.10.126,49322,192.168.10.1,53,17,1188,1019,0,0,12,760,5,428,610.211296,0.02364,257191,144839,Admin
192.168.10.126,49323,79.127.213.244,443,40,11414,1020,0,0,26,4808,14,6606,610.229973,23.02161,1670,2295,Google
192.168.10.126,49324,79.127.213.244,443,79,29435,1021,0,0,50,15236,29,14199,610.230088,57.027674,2137,1991,Google
192.168.10.126,49325,79.127.213.241,443,36,8726,1022,0,0,24,3252,12,5474,612.2102,1.03477,25141,42320,Google
192.168.10.126,49326,192.168.10.1,53,15,1078,1023,0,0,10,636,5,442,612.211926,0.024714,205875,143076,Admin
192.168.10.126,49327,192.168.10.1,53,17,1146,1024,0,0,12,744,5,402,612.212081,0.023454,253773,137119,Admin
192.168.10.126,49328,192.168.10.1,53,15,1066,1025,0,0,10,636,5,430,612.212203,0.021106,241068,162986,Admin
192.168.10.126,49329,79.127.213.241,443,26,4597,1026,0,0,18,3566,8,1031,613.216141,1.031578,27654,7995,Google
192.168.10.126,49330,79.127.213.241,443,42,9065,1027,0,0,26,3360,16,5705,613.217305,9.511426,2826,4798,Google
192.168.10.126,49334,192.168.10.1,53,15,1080,1028,0,0,10,652,5,428,614.209612,0.047172,110574,72585,Admin
192.168.10.126,49335,192.168.10.1,53,17,1168,1029,0,0,12,760,5,408,614.209746,0.047068,129174,69346,Admin
192.168.10.126,49336,192.168.10.1,53,15,1068,1030,0,0,10,652,5,416,614.209857,0.047014,110945,70787,Admin
192.168.10.126,49338,10.91.174.177,7680,10,660,1031,0,0,10,660,0,0,616.227802,15.002033,351,0,Unclear
192.168.10.126,49339,10.91.94.67,7680,10,660,1032,0,0,10,660,0,0,616.228574,15.001854,351,0,Unclear
192.168.10.126,49340,79.127.213.241,443,35,7095,1033,0,0,24,5370,11,1725,622.209931,2.028561,21177,6802,Google
192.168.10.126,49341,192.168.10.1,53,15,1080,1034,0,0,10,652,5,428,623.053372,0.067874,76848,50446,Admin
192.168.10.126,49342,192.168.10.1,53,17,1168,1035,0,0,12,760,5,408,623.053488,0.066547,91363,49048,Admin
192.168.10.126,49343,192.168.10.1,53,17,1188,1036,0,0,12,760,5,428,623.053583,0.067664,89855,50602,Admin
192.168.10.126,49344,79.127.213.241,443,26,4613,1037,0,0,18,3598,8,1015,624.218358,1.025002,28081,7921,Google
192.168.10.126,49345,79.127.213.241,443,36,8758,1038,0,0,24,3252,12,5506,624.219111,9.027089,2881,4879,Google
192.168.10.126,49346,192.168.10.1,53,15,1030,1039,0,0,10,636,5,394,627.211712,0.028956,175714,108854,Admin
192.168.10.126,49347,192.168.10.1,53,15,970,1040,0,0,10,636,5,334,627.211896,0.0228,223157,117192,Admin
192.168.10.126,49348,192.168.10.1,53,17,1126,1041,0,0,12,744,5,382,627.212043,0.032303,184255,94604,Admin
192.168.10.126,49349,69.165.105.13,443,50,12859,1042,0,0,34,9066,16,3793,627.238923,146.703909,494,206,Unclear
192.168.10.126,49350,52.143.87.28,443,36,7799,1043,0,0,26,4148,10,3651,629.879277,63.540337,522,459,Unclear
192.168.10.126,61744,34.149.211.227,443,21,4158,104,0,0,12,2666,9,1492,630.052795,117.922095,180,101,Unclear
192.168.10.126,61739,34.149.211.227,443,28,10058,103,0,0,16,7876,12,2182,630.233269,164.615338,382,106,Unclear
192.168.10.126,49351,34.120.85.253,443,39,14984,1044,0,0,26,9372,13,5612,630.702163,164.403772,456,273,Unclear
192.168.10.126,49352,192.168.10.1,53,17,1194,1045,0,0,12,738,5,456,630.727344,0.039627,148989,92058,Admin
192.168.10.126,49353,192.168.10.1,53,17,1193,1046,0,0,12,738,5,455,630.727509,0.289572,20388,12570,Admin
192.168.10.126,49354,192.168.10.1,53,18,1248,1047,0,0,12,738,6,510,630.727622,0.28082,21024,14528,Admin
192.168.10.126,49355,52.20.78.240,443,57,14706,1048,0,0,38,8800,19,5906,631.00994,59.935695,1174,788,Unclear
