Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits A to B,Bits B to A,classification
192.168.10.126,49356,192.168.10.1,53,15,994,1049,0,0,10,636,5,358,631.21796,0.023093,220326,124020,Admin
192.168.10.126,49357,192.168.10.1,53,15,970,1050,0,0,10,636,5,334,631.218195,0.019104,266331,139865,Admin
192.168.10.126,49358,192.168.10.1,53,17,1153,1051,0,0,12,744,5,409,631.218366,0.023053,258187,141933,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49359,2001:67c:4e8:f004::9,443,49,13313,1052,0,0,32,5448,17,7865,631.237938,142.63732,305,441,Unclear
192.168.10.126,49360,52.20.78.240,443,71,25026,1053,0,0,48,13822,23,11204,631.757298,142.175934,777,630,Unclear
192.168.10.126,49361,52.20.78.240,443,61,17810,1054,0,0,40,9132,21,8678,632.488961,141.44436,516,490,Unclear
192.168.10.126,49362,52.20.78.240,443,70,21913,1055,0,0,46,11600,24,10313,632.489731,141.437142,656,583,Unclear
192.168.10.126,49363,79.127.213.241,443,27,4667,1056,0,0,18,3598,9,1069,633.212297,2.13788,13463,4000,Google
192.168.10.126,49364,79.127.213.241,443,95,41145,1057,0,0,54,20844,41,20301,633.21467,73.233163,2277,2217,Google
192.168.10.126,49365,79.127.213.243,443,65,21821,1058,0,0,42,9582,23,12239,635.218771,138.483981,553,707,Google
192.168.10.126,49366,192.168.10.1,53,17,1293,1059,0,0,12,776,5,517,635.227439,0.136755,45395,30243,Admin
192.168.10.126,49367,192.168.10.1,53,17,1269,1060,0,0,12,776,5,493,635.229106,0.140555,44167,28060,Admin
192.168.10.126,49368,192.168.10.1,53,17,1294,1061,0,0,12,776,5,518,635.230691,0.140552,44168,29483,Admin
192.168.10.126,49369,192.168.10.1,53,17,1139,1062,0,0,12,746,5,393,635.236127,0.129402,46119,24296,Admin
192.168.10.126,49370,192.168.10.1,53,17,1093,1063,0,0,12,746,5,347,635.236473,0.134017,44531,20713,Admin
192.168.10.126,49371,192.168.10.1,53,17,1139,1064,0,0,12,746,5,393,635.236752,0.128446,46463,24477,Admin
192.168.10.126,49372,79.127.213.241,443,34,8651,1065,0,0,22,3144,12,5507,635.252885,1.042391,24129,42264,Google
192.168.10.126,49373,192.168.10.1,53,15,1033,1066,0,0,10,662,5,371,635.253959,0.130321,40638,22774,Admin
192.168.10.126,49374,192.168.10.1,53,17,1129,1067,0,0,12,770,5,359,635.254324,0.115828,53182,24795,Admin
192.168.10.126,49375,192.168.10.1,53,17,1163,1068,0,0,12,770,5,393,635.254515,0.135437,45482,23213,Admin
192.168.10.126,49376,79.127.213.241,443,42,13662,1069,0,0,26,5940,16,7722,635.261982,25.964429,1830,2379,Google
192.168.10.126,49377,79.127.213.241,443,53,17620,1070,0,0,34,7736,19,9884,635.266448,25.010691,2474,3161,Google
192.168.10.126,49378,192.168.10.1,53,15,1075,1071,0,0,10,634,5,441,635.272454,0.118294,42876,29823,Admin
192.168.10.126,49379,192.168.10.1,53,17,1167,1072,0,0,12,742,5,425,635.272788,0.119873,49519,28363,Admin
192.168.10.126,49380,192.168.10.1,53,15,1013,1073,0,0,10,634,5,379,635.273129,0.117024,43341,25909,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49381,2603:1063:2000::12,443,61,21936,1074,0,0,38,9146,23,12790,635.349063,138.357292,528,739,Google
192.168.10.126,49382,34.107.199.61,443,42,8973,1075,0,0,26,3468,16,5505,635.352743,34.719292,799,1268,Unclear
192.168.10.126,49383,192.168.10.1,53,17,1150,1076,0,0,12,740,5,410,635.359232,0.046308,127839,70830,Admin
192.168.10.126,49384,192.168.10.1,53,17,1126,1077,0,0,12,740,5,386,635.360203,0.047011,125927,65686,Admin
192.168.10.126,49385,192.168.10.1,53,17,1255,1078,0,0,12,740,5,515,635.361058,0.046355,127710,88879,Admin
192.168.10.126,61809,34.149.211.227,443,25,5075,149,0,0,16,3190,9,1885,635.371709,159.477044,160,94,Unclear
192.168.10.126,49386,20.42.72.131,443,115,52973,1079,0,0,84,43876,31,9097,635.389371,138.543634,2533,525,Unclear
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49387,2404:6800:4003:c1c::5f,443,36,13211,1080,0,0,22,2324,14,10887,635.39472,88.405905,210,985,Google
192.168.10.126,49388,192.168.10.1,53,17,1280,1081,0,0,12,770,5,510,635.406116,0.027578,223366,147944,Admin
192.168.10.126,49389,192.168.10.1,53,17,1256,1082,0,0,12,770,5,486,635.406314,0.029634,207869,131200,Admin
192.168.10.126,49390,192.168.10.1,53,17,1281,1083,0,0,12,770,5,511,635.406461,0.03146,195804,129942,Admin
192.168.10.126,61742,34.149.211.227,443,10,1977,174,0,0,6,1344,4,633,635.408241,0.090976,118185,55663,Unclear
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49391,2603:1063:2200:30::40,443,35,11365,1084,0,0,24,4462,11,6903,635.41612,124.749203,286,442,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49392,2603:1063:2000:1::12,443,88,47047,1085,0,0,60,35546,28,11501,635.434479,138.272003,2056,665,Google
192.168.10.126,61808,34.149.211.227,443,16,8783,26,0,0,10,8010,6,773,635.45823,0.084683,756704,73025,Unclear
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49393,2603:1063:2200:30::40,443,128,73196,1086,0,0,96,40338,32,32858,635.529582,138.344385,2332,1900,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49394,2603:1063:2200:30::40,443,129,74046,1087,0,0,96,38572,33,35474,635.530226,138.344424,2230,2051,Google
192.168.10.126,61803,34.149.211.227,443,10,2019,30,0,0,6,1386,4,633,635.533479,0.089919,123310,56317,Unclear
192.168.10.126,49395,192.168.10.1,53,17,1291,1088,0,0,12,778,5,513,635.693025,0.022442,277337,182871,Admin
192.168.10.126,49396,192.168.10.1,53,17,1246,1089,0,0,12,778,5,468,635.693205,0.024717,251810,151474,Admin
192.168.10.126,49397,192.168.10.1,53,17,1279,1090,0,0,12,778,5,501,635.693303,0.023377,266244,171450,Admin
192.168.10.126,49398,52.168.112.66,443,13,1879,1091,0,0,10,1606,3,273,635.714032,0.669182,19199,3263,Unclear
192.168.10.126,49399,192.168.10.1,53,15,1025,1092,0,0,10,630,5,395,635.744962,0.02391,210790,132162,Admin
192.168.10.126,49400,192.168.10.1,53,17,1121,1093,0,0,12,738,5,383,635.745118,0.02375,248589,129010,Admin
192.168.10.126,49401,192.168.10.1,53,17,1250,1094,0,0,12,738,5,512,635.74523,0.027635,213642,148217,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49402,2606:4700:3110::6812:32ad,443,26,7769,1095,0,0,16,1846,10,5923,635.779752,15.47502,954,3061,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49403,2606:4700:3110::6812:32ad,443,28,7917,1096,0,0,18,1994,10,5923,635.780011,15.474761,1030,3062,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49404,2606:4700:3110::6812:32ad,443,26,7769,1097,0,0,16,1846,10,5923,635.780902,15.47387,954,3062,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49405,2606:4700:3110::6812:32ad,443,28,7917,1098,0,0,18,1994,10,5923,635.782001,15.472771,1030,3062,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49406,2606:4700:3110::6812:32ad,443,26,7769,1099,0,0,16,1846,10,5923,635.782255,15.472517,954,3062,Google
192.168.10.126,49407,79.127.213.241,443,56,19680,1100,0,0,34,9300,22,10380,636.701477,23.563356,3157,3524,Google
192.168.10.126,49408,79.127.213.244,443,36,8966,1101,0,0,22,3272,14,5694,638.153551,12.153777,2153,3747,Google
192.168.10.126,49409,192.168.10.1,53,15,1139,1102,0,0,10,672,5,467,640.235514,0.037343,143962,100045,Admin
192.168.10.126,49410,192.168.10.1,53,15,1127,1103,0,0,10,672,5,455,640.235678,0.037179,144597,97904,Admin
192.168.10.126,49411,192.168.10.1,53,17,1315,1104,0,0,12,780,5,535,640.23582,0.037075,168307,115441,Admin
192.168.10.126,49412,192.168.10.1,53,15,1080,1105,0,0,10,652,5,428,644.212302,0.029192,178679,117292,Admin
192.168.10.126,49413,192.168.10.1,53,17,1168,1106,0,0,12,760,5,408,644.212593,0.44442,13680,7344,Admin
192.168.10.126,49414,192.168.10.1,53,17,1188,1107,0,0,12,760,5,428,644.212994,0.444022,13693,7711,Admin
192.168.10.126,49415,192.168.10.1,53,8,528,1108,0,0,2,132,6,396,644.647019,95.565066,11,33,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49416,2406:3003:2003:1c3b:5aef:68ff:febf:8de0,53,2,172,1109,0,0,2,172,0,0,644.647213,4.00E-06,,,Google
192.168.10.126,49417,192.168.10.1,53,17,1183,1110,0,0,12,742,5,441,646.213254,0.252543,23504,13969,Admin
192.168.10.126,49418,192.168.10.1,53,17,1167,1111,0,0,12,742,5,425,646.21342,0.252383,23519,13471,Admin
192.168.10.126,49419,192.168.10.1,53,17,1121,1112,0,0,12,742,5,379,646.213511,0.252279,23529,12018,Admin
192.168.10.126,49420,192.168.10.1,53,15,991,1113,0,0,10,634,5,357,648.21512,0.053559,94699,53324,Admin
192.168.10.126,49421,192.168.10.1,53,17,1087,1114,0,0,12,742,5,345,648.215287,0.05339,111181,51695,Admin
192.168.10.126,49422,192.168.10.1,53,15,1008,1115,0,0,10,634,5,374,648.215402,0.053298,95163,56137,Admin
192.168.10.126,49423,192.168.10.1,53,15,1095,1116,0,0,10,680,5,415,655.638591,0.031224,174224,106328,Admin
192.168.10.126,49424,192.168.10.1,53,17,1191,1117,0,0,12,788,5,403,655.638825,0.036112,174568,89277,Admin
192.168.10.126,49425,192.168.10.1,53,17,1241,1118,0,0,12,788,5,453,655.638957,0.035981,175203,100719,Admin
192.168.10.126,49426,79.127.213.244,443,37,11159,1119,0,0,22,4492,15,6667,655.782618,22.482726,1598,2372,Google
192.168.10.126,49427,192.168.10.1,53,17,1138,1120,0,0,12,738,5,400,655.867319,0.043027,137216,74371,Admin
192.168.10.126,49428,192.168.10.1,53,17,1126,1121,0,0,12,738,5,388,655.867507,0.051525,114585,60242,Admin
192.168.10.126,49429,192.168.10.1,53,17,1167,1122,0,0,12,738,5,429,655.867657,0.042689,138302,80395,Admin
192.168.10.126,49430,192.168.10.1,53,17,1129,1123,0,0,12,762,5,367,656.146142,0.08093,75324,36278,Admin
192.168.10.126,49431,192.168.10.1,53,15,1009,1124,0,0,10,654,5,355,656.146882,0.080172,65259,35423,Admin
192.168.10.126,49432,192.168.10.1,53,17,1158,1125,0,0,12,762,5,396,656.14847,0.078141,78012,40542,Admin
192.168.10.126,49433,192.168.10.1,53,17,1129,1126,0,0,12,762,5,367,656.167527,0.079945,76252,36725,Admin
192.168.10.126,49434,192.168.10.1,53,17,1117,1127,0,0,12,762,5,355,656.167782,0.066627,91494,42625,Admin
192.168.10.126,49435,192.168.10.1,53,17,1158,1128,0,0,12,762,5,396,656.167961,0.078787,77373,40209,Admin
192.168.10.126,49436,192.168.10.1,53,15,1117,1129,0,0,10,662,5,455,656.198662,0.070914,74682,51329,Admin
192.168.10.126,49437,192.168.10.1,53,17,1165,1130,0,0,12,770,5,395,656.198961,0.070625,87221,44743,Admin
192.168.10.126,49438,192.168.10.1,53,17,1314,1131,0,0,12,770,5,544,656.1991,0.070496,87380,61733,Admin
192.168.10.126,49439,10.96.120.81,7680,10,660,1132,0,0,10,660,0,0,656.230673,15.002122,351,0,Unclear
192.168.10.126,49440,10.91.231.250,7680,10,660,1133,0,0,10,660,0,0,656.231937,15.000858,351,0,Unclear
192.168.10.126,49441,10.91.202.189,7680,10,660,1134,0,0,10,660,0,0,656.233412,15.003035,351,0,Unclear
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49442,2404:6800:4003:c1c::84,443,27,8875,1135,0,0,18,2724,9,6151,656.241978,67.558503,322,728,Google
192.168.10.126,49443,79.127.213.240,443,41,11361,1136,0,0,26,4700,15,6661,660.215857,18.049507,2083,2952,Google
192.168.10.126,49444,79.127.213.240,443,51,16069,1137,0,0,32,7604,19,8465,660.216525,18.05456,3369,3750,Google
192.168.10.126,49445,79.127.213.240,443,32,7154,1138,0,0,22,5022,10,2132,661.215263,26.03493,1543,655,Google
192.168.10.126,49446,192.168.10.1,53,15,1075,1139,0,0,10,634,5,441,669.211207,0.029203,173680,120809,Admin
192.168.10.126,49447,192.168.10.1,53,17,1167,1140,0,0,12,742,5,425,669.211333,0.034891,170129,97446,Admin
192.168.10.126,49448,192.168.10.1,53,15,1013,1141,0,0,10,634,5,379,669.21142,0.031657,160217,95776,Admin
192.168.10.126,49449,192.168.10.1,53,15,1089,1142,0,0,10,668,5,421,670.033728,0.029848,179040,112838,Admin
192.168.10.126,49450,192.168.10.1,53,17,1250,1143,0,0,12,776,5,474,670.034391,0.034119,181951,111140,Admin
192.168.10.126,49451,192.168.10.1,53,17,1209,1144,0,0,12,776,5,433,670.034941,0.034069,182218,101676,Admin
192.168.10.126,49452,18.215.193.248,443,55,16145,1145,0,0,34,7736,21,8409,670.064044,61.895164,999,1086,Unclear
192.168.10.126,49453,192.168.10.1,53,15,1080,1146,0,0,10,652,5,428,674.247558,0.024137,216099,141856,Admin
192.168.10.126,49454,192.168.10.1,53,17,1168,1147,0,0,12,760,5,408,674.247757,0.025178,241480,129636,Admin
192.168.10.126,49455,192.168.10.1,53,19,1296,1148,0,0,14,868,5,428,674.247907,0.056155,123657,60974,Admin
192.168.10.126,49456,79.127.213.244,443,44,13460,1149,0,0,28,6160,16,7300,674.275077,18.96047,2599,3080,Google
192.168.10.126,49457,192.168.10.1,53,17,1188,1150,0,0,12,760,5,428,675.20914,0.027446,221525,124754,Admin
192.168.10.126,49458,192.168.10.1,53,17,1168,1151,0,0,12,760,5,408,675.209455,0.031076,195649,105032,Admin
192.168.10.126,49459,192.168.10.1,53,15,1080,1152,0,0,10,652,5,428,675.209705,0.026881,194040,127376,Admin
192.168.10.126,49460,192.168.10.1,53,17,1186,1153,0,0,12,744,5,442,676.211132,0.035018,169969,100976,Admin
192.168.10.126,49461,192.168.10.1,53,15,1050,1154,0,0,10,636,5,414,676.211311,0.029243,173990,113257,Admin
192.168.10.126,49462,192.168.10.1,53,17,1186,1155,0,0,12,744,5,442,676.211438,0.034712,171468,101866,Admin
192.168.10.126,49463,79.127.213.244,443,32,7315,1156,0,0,22,5162,10,2153,680.490537,31.767855,1299,542,Google
192.168.10.126,49464,79.127.213.240,443,38,11179,1157,0,0,24,4592,14,6587,687.209315,2.062621,17810,25548,Google
192.168.10.126,49465,79.127.213.240,443,30,7163,1158,0,0,20,5014,10,2149,687.354017,12.883112,3113,1334,Google
192.168.10.126,49466,192.168.10.1,53,15,1018,1159,0,0,10,636,5,382,689.216947,0.043611,116667,70074,Admin
192.168.10.126,49467,192.168.10.1,53,17,1078,1160,0,0,12,744,5,334,689.217179,0.043379,137209,61596,Admin
192.168.10.126,49468,192.168.10.1,53,17,1138,1161,0,0,12,744,5,394,689.217327,0.069898,85152,45094,Admin
192.168.10.126,49469,52.20.78.240,443,55,14598,1162,0,0,36,8692,19,5906,690.552073,60.18888,1155,784,Unclear
192.168.10.126,49470,192.168.10.1,53,15,1080,1163,0,0,10,652,5,428,690.963899,0.224266,23258,15267,Admin
192.168.10.126,49471,192.168.10.1,53,15,1060,1164,0,0,10,652,5,408,690.964117,0.223951,23290,14574,Admin
192.168.10.126,49472,192.168.10.1,53,17,1188,1165,0,0,12,760,5,428,690.964261,0.22383,27163,15297,Admin
192.168.10.126,49473,192.168.10.1,53,17,1194,1166,0,0,12,738,5,456,691.577007,0.033172,177981,109972,Admin
192.168.10.126,49474,192.168.10.1,53,17,1193,1167,0,0,12,738,5,455,691.577462,0.038951,151575,93450,Admin
192.168.10.126,49475,192.168.10.1,53,15,1086,1168,0,0,10,630,5,456,691.578015,0.038397,131260,95007,Admin
192.168.10.126,49476,79.127.213.240,443,33,7238,1169,0,0,22,5054,11,2184,694.504863,20.767969,1946,841,Google
192.168.10.126,49477,192.168.10.1,53,17,1176,1170,0,0,12,760,5,416,695.213247,0.119041,51074,27956,Admin
192.168.10.126,49478,192.168.10.1,53,15,1060,1171,0,0,10,652,5,408,695.213516,0.11888,43876,27456,Admin
192.168.10.126,49479,192.168.10.1,53,16,1122,1172,0,0,12,760,4,362,695.213713,0.118575,51275,24423,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49480,2606:4700:3110::6812:32ad,443,28,7917,1173,0,0,18,1994,10,5923,695.24616,16.984526,939,2789,Google
192.168.10.126,49481,79.127.213.240,443,36,9677,1174,0,0,22,3164,14,6513,695.32215,78.382094,322,664,Google
192.168.10.126,49482,79.127.213.244,443,46,13566,1175,0,0,30,6268,16,7298,695.387159,16.862085,2973,3462,Google
192.168.10.126,49483,192.168.10.1,53,17,1166,1176,0,0,12,744,5,422,696.207661,0.610946,9742,5525,Admin
192.168.10.126,49484,192.168.10.1,53,17,1154,1177,0,0,12,744,5,410,696.207839,0.611575,9732,5363,Admin
192.168.10.126,49485,192.168.10.1,53,17,1183,1178,0,0,12,744,5,439,696.207976,0.611406,9734,5744,Admin
192.168.10.126,49486,10.91.207.234,7680,10,660,1179,0,0,10,660,0,0,696.233418,15.004669,351,0,Unclear
192.168.10.126,49487,10.91.34.162,7680,10,660,1180,0,0,10,660,0,0,696.233996,15.003122,351,0,Unclear
192.168.10.126,49488,10.91.189.112,7680,10,660,1181,0,0,10,660,0,0,696.23455,15.002659,351,0,Unclear
192.168.10.126,49489,192.168.10.1,53,17,1154,1182,0,0,12,744,5,410,696.671735,0.147321,40401,22264,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49490,2406:3003:2003:1c3b:5aef:68ff:febf:8de0,53,2,172,1183,0,0,2,172,0,0,696.671922,3.00E-06,,,Google
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49491,2406:3003:2003:1c3b:5aef:68ff:febf:8de0,53,2,172,1184,0,0,2,172,0,0,696.672059,2.00E-06,,,Google
192.168.10.126,49492,79.127.213.240,443,50,15830,1185,0,0,32,6412,18,9418,700.214184,15.013288,3416,5018,Google
192.168.10.126,49493,79.127.213.240,443,40,11305,1186,0,0,26,4700,14,6605,700.214855,14.042095,2677,3762,Google
192.168.10.126,49494,192.168.10.1,53,15,1037,1187,0,0,10,630,5,407,702.208401,0.032195,156546,101133,Admin
192.168.10.126,49495,192.168.10.1,53,15,1013,1188,0,0,10,630,5,383,702.20866,0.032025,157377,95675,Admin
192.168.10.126,49496,192.168.10.1,53,17,1250,1189,0,0,12,738,5,512,702.208834,0.031948,184800,128208,Admin
192.168.10.126,49497,79.127.213.241,443,149,60811,1190,0,0,96,32776,53,28035,702.209898,71.49443,3667,3137,Google
192.168.10.126,49498,79.127.213.240,443,32,8513,1191,0,0,20,3024,12,5489,706.208924,11.01077,2197,3988,Google
192.168.10.126,49499,192.168.10.1,53,15,1080,1192,0,0,10,652,5,428,710.21945,0.029556,176478,115847,Admin
192.168.10.126,49500,192.168.10.1,53,17,1168,1193,0,0,12,760,5,408,710.219686,0.030533,199128,106900,Admin
192.168.10.126,49501,192.168.10.1,53,17,1188,1194,0,0,12,760,5,428,710.219878,0.029146,208604,117477,Admin
192.168.10.126,49502,79.127.213.244,443,62,21062,1195,0,0,40,10840,22,10222,712.2161,26.031776,3331,3141,Google
192.168.10.126,49503,79.127.213.244,443,56,19261,1196,0,0,36,9280,20,9981,712.220327,26.019354,2853,3068,Google
192.168.10.126,49504,79.127.213.244,443,31,7238,1197,0,0,18,1688,13,5550,712.220853,16.001093,843,2774,Google
192.168.10.126,49505,52.182.143.208,443,35,15378,1198,0,0,24,7802,11,7576,712.720564,1.001348,62331,60526,Unclear
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49506,2001:db8:e612:837e:dbe7:9e8c:365a:bf93,443,10,860,1199,0,0,10,860,0,0,713.267769,15.000434,458,0,Unclear
192.168.10.126,49507,79.127.213.240,443,42,13639,1200,0,0,26,5940,16,7699,715.211161,13.011247,3652,4733,Google
192.168.10.126,49508,79.127.213.240,443,26,4681,1201,0,0,18,3666,8,1015,715.410321,10.833388,2707,749,Google
192.168.10.126,49509,192.168.10.1,53,15,1072,1202,0,0,10,632,5,440,718.633583,0.046725,108207,75334,Admin
192.168.10.126,49510,192.168.10.1,53,17,1152,1203,0,0,12,740,5,412,718.633805,0.02804,211126,117546,Admin
192.168.10.126,49511,192.168.10.1,53,17,1301,1204,0,0,12,740,5,561,718.634081,0.046227,128063,97086,Admin
192.168.10.126,49512,192.168.10.1,53,15,1135,1205,0,0,10,674,5,461,723.762121,0.024012,224554,153589,Admin
192.168.10.126,49513,192.168.10.1,53,17,1279,1206,0,0,12,782,5,497,723.76229,0.026877,232764,147933,Admin
192.168.10.126,49514,192.168.10.1,53,17,1188,1207,0,0,12,782,5,406,723.762401,0.026766,233729,121347,Admin
192.168.10.126,49515,192.168.10.1,53,15,997,1208,0,0,10,638,5,359,723.764732,0.027635,184693,103926,Admin
192.168.10.126,49516,192.168.10.1,53,15,985,1209,0,0,10,638,5,347,723.764939,0.035002,145820,79309,Admin
192.168.10.126,49517,192.168.10.1,53,15,1014,1210,0,0,10,638,5,376,723.765072,0.027115,188235,110934,Admin
192.168.10.126,49518,192.168.10.1,53,15,991,1211,0,0,10,634,5,357,723.76522,0.034698,146175,82310,Admin
192.168.10.126,49519,192.168.10.1,53,17,1087,1212,0,0,12,742,5,345,723.765339,0.034616,171481,79731,Admin
192.168.10.126,49520,192.168.10.1,53,15,1020,1213,0,0,10,634,5,386,723.765612,0.03438,147527,89819,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49521,2404:6800:4003:c0f::5e,443,22,5152,1214,0,0,16,3344,6,1808,723.791577,49.914761,535,289,Google
192.168.10.126,49522,192.168.10.1,53,15,1080,1215,0,0,10,632,5,448,724.079887,0.024229,208675,147921,Admin
192.168.10.126,49523,192.168.10.1,53,17,1184,1216,0,0,12,740,5,444,724.080143,0.023861,248103,148862,Admin
192.168.10.126,49524,192.168.10.1,53,17,1138,1217,0,0,12,740,5,398,724.080292,0.024337,243251,130829,Admin
192.168.10.126,49525,192.168.10.1,53,15,1096,1218,0,0,10,656,5,440,724.087962,0.023614,222241,149064,Admin
192.168.10.126,49526,192.168.10.1,53,15,1092,1219,0,0,10,656,5,436,724.088156,0.026791,195886,130192,Admin
192.168.10.126,49527,192.168.10.1,53,17,1161,1220,0,0,12,764,5,397,724.08827,0.023304,262272,136285,Admin
192.168.10.126,49528,192.168.10.1,53,15,1038,1221,0,0,10,654,5,384,724.124579,0.022526,232264,136375,Admin
192.168.10.126,49529,192.168.10.1,53,17,1146,1222,0,0,12,762,5,384,724.124907,0.01931,315691,159088,Admin
192.168.10.126,49530,192.168.10.1,53,17,1187,1223,0,0,12,762,5,425,724.125128,0.021984,277292,154657,Admin
192.168.10.126,49531,192.168.10.1,53,15,1096,1224,0,0,10,656,5,440,724.662145,0.023833,220198,147694,Admin
192.168.10.126,49532,192.168.10.1,53,17,1200,1225,0,0,12,764,5,436,724.662406,0.027871,219296,125148,Admin
192.168.10.126,49533,192.168.10.1,53,17,1149,1226,0,0,12,764,5,385,724.662551,0.023417,261006,131528,Admin
192.168.10.126,49534,192.168.10.1,53,15,1003,1227,0,0,10,642,5,361,725.065445,0.024466,209923,118041,Admin
192.168.10.126,49535,192.168.10.1,53,17,1099,1228,0,0,12,750,5,349,725.065632,0.024279,247127,114996,Admin
192.168.10.126,49536,192.168.10.1,53,17,1133,1229,0,0,12,750,5,383,725.065776,0.02928,204918,104644,Admin
192.168.10.126,49537,79.127.213.240,443,26,4581,1230,0,0,18,3566,8,1015,726.207967,5.026051,5676,1615,Google
192.168.10.126,49538,192.168.10.1,53,17,1130,1231,0,0,12,744,5,386,727.943013,0.024331,244626,126916,Admin
192.168.10.126,49539,192.168.10.1,53,17,1106,1232,0,0,12,744,5,362,727.943213,0.02413,246663,120016,Admin
192.168.10.126,49540,192.168.10.1,53,15,1023,1233,0,0,10,636,5,387,727.943322,0.026166,194450,118321,Admin
2406:3003:2003:1c3b:dd11:a88e:d7a1:7c72,49541,2404:6800:4003:c1a::78,443,48,13426,1234,0,0,32,5096,16,8330,727.963224,45.746845,891,1456,Google
192.168.10.126,49542,192.168.10.1,53,15,1111,1235,0,0,10,666,5,445,728.130837,0.028447,187295,125145,Admin
192.168.10.126,49543,192.168.10.1,53,17,1283,1236,0,0,12,774,5,509,728.13105,0.028108,220293,144869,Admin
192.168.10.126,49544,192.168.10.1,53,17,1176,1237,0,0,12,774,5,402,728.131184,0.027974,221348,114963,Admin
192.168.10.126,49545,192.168.10.1,53,15,1047,1238,0,0,10,652,5,395,728.563067,0.025949,201009,121777,Admin
192.168.10.126,49546,192.168.10.1,53,17,1162,1239,0,0,12,760,5,402,728.563202,0.030275,200825,106226,Admin
192.168.10.126,49547,192.168.10.1,53,17,1187,1240,0,0,12,760,5,427,728.563303,0.028935,210126,118057,Admin
192.168.10.126,49548,192.168.10.1,53,17,1198,1241,0,0,12,752,5,446,728.773536,0.041573,144709,85824,Admin
192.168.10.126,49549,192.168.10.1,53,17,1150,1242,0,0,12,752,5,398,728.773723,0.041273,145761,77144,Admin
192.168.10.126,49550,192.168.10.1,53,17,1287,1243,0,0,12,752,5,535,728.773864,0.041132,146260,104055,Admin
192.168.10.126,49551,192.168.10.1,53,15,1136,1244,0,0,10,650,5,486,729.438468,0.115094,45180,33781,Admin
192.168.10.126,49552,192.168.10.1,53,17,1288,1245,0,0,12,758,5,530,729.438651,0.025366,239060,167152,Admin
192.168.10.126,49553,192.168.10.1,53,17,1232,1246,0,0,12,758,5,474,729.438789,0.025228,240367,150309,Admin
192.168.10.126,49554,3.231.140.66,443,60,29044,1247,0,0,40,18940,20,10104,729.549302,11.000453,13773,7348,Unclear
192.168.10.126,49555,79.127.213.240,443,42,12058,1248,0,0,28,8126,14,3932,731.207203,17.013999,3820,1848,Google
192.168.10.126,49556,192.168.10.1,53,17,1146,1249,0,0,12,762,5,384,731.246056,0.022504,270885,136509,Admin
192.168.10.126,49557,192.168.10.1,53,15,1026,1250,0,0,10,654,5,372,731.246293,0.034361,152265,86609,Admin
192.168.10.126,49558,192.168.10.1,53,18,1241,1251,0,0,12,762,6,479,731.24642,0.034234,178068,111935,Admin
192.168.10.126,49559,192.168.10.1,53,15,1093,1252,0,0,10,632,5,461,732.132034,0.022748,222261,162124,Admin
192.168.10.126,49560,192.168.10.1,53,15,1077,1253,0,0,10,632,5,445,732.132341,0.026267,192484,135531,Admin
192.168.10.126,49561,192.168.10.1,53,17,1139,1254,0,0,12,740,5,399,732.132584,0.025993,227753,122802,Admin
192.168.10.126,49562,192.168.10.1,53,17,1099,1255,0,0,12,742,5,357,732.224624,0.023872,248659,119638,Admin
192.168.10.126,49563,192.168.10.1,53,15,979,1256,0,0,10,634,5,345,732.224763,0.026996,187879,102237,Admin
192.168.10.126,49564,192.168.10.1,53,17,1128,1257,0,0,12,742,5,386,732.224868,0.02689,220751,114838,Admin
192.168.10.126,49565,79.127.213.240,443,33,4983,1258,0,0,20,3674,13,1309,732.945641,15.275915,1924,685,Google
192.168.10.126,49571,192.168.10.1,53,15,997,1259,0,0,10,638,5,359,735.97303,0.023636,215941,121509,Admin
192.168.10.126,49572,192.168.10.1,53,15,973,1260,0,0,10,638,5,335,735.973417,0.023775,214679,112723,Admin
